Date,City,PM2.5,PM10,NO2,SO2,AQI
2025-05-31,Chennai,87.5,122.4,34.7,11.1,110
2025-06-01,Delhi,116.0,171.9,42.8,8.4,167
2025-06-01,Mumbai,50.1,90.6,33.2,12.1,71
2025-06-01,Bangalore,44.3,89.9,32.7,7.6,83
2025-06-01,Kolkata,81.1,166.9,36.4,11.3,162
2025-06-01,Hyderabad,76.8,204.1,44.9,7.3,197
2025-06-01,Chennai,93.7,148.0,33.6,5.7,142
2025-06-02,Delhi,118.5,212.3,43.5,10.4,187
2025-06-02,Mumbai,86.5,134.3,22.5,9.2,133
2025-06-02,Bangalore,39.6,110.1,29.9,5.7,99
2025-06-02,Kolkata,93.2,184.3,44.7,6.9,172
2025-06-02,Hyderabad,105.1,179.6,40.3,9.7,156
2025-06-02,Chennai,79.2,102.3,23.9,8.6,101
2025-06-03,Delhi,109.6,207.7,33.8,5.9,200
2025-06-03,Mumbai,89.1,108.9,34.0,6.6,118
2025-06-03,Bangalore,70.3,103.4,29.9,8.6,85
2025-06-03,Kolkata,109.7,176.8,30.2,12.1,156
2025-06-03,Hyderabad,112.2,164.6,30.7,10.9,144
2025-06-03,Chennai,57.8,123.4,27.0,6.7,111
2025-06-04,Delhi,105.7,165.2,35.6,8.9,161
2025-06-04,Mumbai,61.3,103.1,25.2,5.2,85
2025-06-04,Bangalore,74.5,127.3,29.7,11.0,106
2025-06-04,Kolkata,97.0,199.4,33.0,10.5,173
2025-06-04,Hyderabad,77.5,189.9,34.1,8.7,161
2025-06-04,Chennai,78.6,115.7,30.7,12.3,98
2025-06-05,Delhi,91.8,207.5,39.4,9.1,195
2025-06-05,Mumbai,93.1,129.1,28.6,12.3,116
2025-06-05,Bangalore,40.9,80.0,26.8,5.2,69
2025-06-05,Kolkata,110.0,173.3,34.3,7.2,155
2025-06-05,Hyderabad,112.1,185.3,37.7,10.2,160
2025-06-05,Chennai,61.8,100.4,29.3,8.8,89
2025-06-06,Delhi,78.9,215.4,41.4,12.1,196
2025-06-06,Mumbai,64.8,143.4,26.2,10.6,124
2025-06-06,Bangalore,65.5,106.1,27.8,10.3,109
2025-06-06,Kolkata,94.2,173.8,32.9,12.2,164
2025-06-06,Hyderabad,78.2,192.2,37.3,9.1,171
2025-06-06,Chennai,80.0,101.8,32.1,11.9,97
2025-06-07,Delhi,103.4,214.1,34.9,12.6,194
2025-06-07,Mumbai,59.3,147.4,26.9,8.8,137
2025-06-07,Bangalore,78.0,108.3,21.7,12.7,92
2025-06-07,Kolkata,106.9,212.8,39.5,7.5,201
2025-06-07,Hyderabad,93.3,182.8,38.1,9.1,169
2025-06-07,Chennai,67.6,115.9,28.6,8.7,94
2025-06-08,Delhi,75.6,210.2,33.9,5.9,184
2025-06-08,Mumbai,77.0,107.4,28.0,6.4,91
2025-06-08,Bangalore,51.8,88.1,33.3,7.4,83
2025-06-08,Kolkata,77.2,210.0,30.8,12.3,185
2025-06-08,Hyderabad,89.5,167.5,39.1,8.6,142
2025-06-08,Chennai,65.8,99.3,24.6,7.3,80
2025-06-09,Delhi,98.1,182.7,40.7,8.3,162
2025-06-09,Mumbai,82.1,146.1,29.8,7.6,127
2025-06-09,Bangalore,73.2,127.7,22.8,10.9,123
2025-06-09,Kolkata,115.2,190.6,41.5,10.1,184
2025-06-09,Hyderabad,78.1,172.3,37.8,5.7,162
2025-06-09,Chennai,61.1,115.2,30.5,12.0,100
2025-06-10,Delhi,82.2,167.5,38.2,7.1,154
2025-06-10,Mumbai,57.9,114.2,33.8,6.9,104
2025-06-10,Bangalore,76.2,99.3,23.5,10.6,104
2025-06-10,Kolkata,75.3,210.0,37.7,12.2,197
2025-06-10,Hyderabad,77.0,217.1,37.6,6.4,207
2025-06-10,Chennai,68.3,124.8,25.7,7.3,126
2025-06-11,Delhi,115.9,217.0,30.8,12.5,206
2025-06-11,Mumbai,81.9,98.4,26.8,11.0,97
2025-06-11,Bangalore,63.0,117.6,24.8,9.3,118
2025-06-11,Kolkata,106.7,202.2,39.6,8.5,190
2025-06-11,Hyderabad,88.8,195.8,30.9,12.5,190
2025-06-11,Chennai,54.6,108.4,34.3,11.6,98
2025-06-12,Delhi,117.7,173.4,44.5,10.7,163
2025-06-12,Mumbai,62.5,148.2,30.4,8.7,133
2025-06-12,Bangalore,78.0,110.4,25.6,7.8,110
2025-06-12,Kolkata,89.7,182.6,41.4,12.5,165
2025-06-12,Hyderabad,78.5,166.0,42.3,6.2,142
2025-06-12,Chennai,82.8,149.9,30.6,6.6,133
2025-06-13,Delhi,99.8,201.3,37.6,7.7,195
2025-06-13,Mumbai,82.5,123.7,24.0,5.7,121
2025-06-13,Bangalore,50.3,123.2,33.8,8.9,124
2025-06-13,Kolkata,100.5,161.3,41.6,11.8,159
2025-06-13,Hyderabad,92.9,204.7,33.3,7.8,198
2025-06-13,Chennai,51.5,93.6,21.5,8.5,81
2025-06-14,Delhi,102.5,191.3,36.2,5.5,185
2025-06-14,Mumbai,52.0,128.8,27.9,9.5,127
2025-06-14,Bangalore,47.7,95.4,34.6,6.9,93
2025-06-14,Kolkata,91.4,197.7,41.1,12.9,178
2025-06-14,Hyderabad,100.6,219.6,40.1,7.5,206
2025-06-14,Chennai,88.6,96.6,24.9,12.2,113
2025-06-15,Delhi,116.1,194.5,36.3,5.2,170
2025-06-15,Mumbai,64.7,145.2,34.2,5.3,141
2025-06-15,Bangalore,70.7,123.7,28.7,7.1,110
2025-06-15,Kolkata,93.3,216.5,30.3,6.6,204
2025-06-15,Hyderabad,92.5,197.9,33.5,11.9,171
2025-06-15,Chennai,61.5,123.9,33.6,7.3,111
2025-06-16,Delhi,95.5,188.0,33.1,11.4,180
2025-06-16,Mumbai,81.7,97.7,28.8,8.5,111
2025-06-16,Bangalore,77.1,120.5,29.1,8.5,116
2025-06-16,Kolkata,113.5,184.0,37.0,6.7,178
2025-06-16,Hyderabad,118.7,183.8,42.9,9.9,165
2025-06-16,Chennai,53.1,90.2,23.0,8.3,71
2025-06-17,Delhi,85.7,216.5,34.4,12.3,204
2025-06-17,Mumbai,58.3,127.2,27.1,9.2,124
2025-06-17,Bangalore,66.8,121.4,33.7,9.3,121
2025-06-17,Kolkata,86.8,175.0,43.2,5.0,165
2025-06-17,Hyderabad,104.4,166.6,44.8,11.5,145
2025-06-17,Chennai,54.1,90.9,23.9,7.9,73
2025-06-18,Delhi,117.8,183.0,42.0,7.7,171
2025-06-18,Mumbai,93.3,95.4,27.0,8.3,131
2025-06-18,Bangalore,64.8,74.8,27.7,9.1,91
2025-06-18,Kolkata,77.0,161.3,41.4,7.3,136
2025-06-18,Hyderabad,102.5,177.7,43.7,10.8,168
2025-06-18,Chennai,65.0,120.4,33.7,11.6,114
2025-06-19,Delhi,117.7,185.8,42.6,11.6,180
2025-06-19,Mumbai,81.7,149.1,26.3,9.7,148
2025-06-19,Bangalore,40.8,123.6,27.2,8.3,118
2025-06-19,Kolkata,103.4,213.2,35.1,11.9,195
2025-06-19,Hyderabad,89.8,207.3,43.3,6.6,195
2025-06-19,Chennai,65.1,137.8,28.7,10.3,132
2025-06-20,Delhi,89.3,162.7,38.7,12.0,151
2025-06-20,Mumbai,77.6,91.5,33.6,8.0,96
2025-06-20,Bangalore,75.2,92.1,34.8,9.4,100
2025-06-20,Kolkata,101.2,206.9,42.6,12.2,179
2025-06-20,Hyderabad,76.5,206.3,44.6,8.3,195
2025-06-20,Chennai,71.1,109.2,32.5,10.1,92
2025-06-21,Delhi,77.8,180.4,32.0,7.5,154
2025-06-21,Mumbai,57.7,96.3,33.2,12.5,87
2025-06-21,Bangalore,61.5,104.6,22.3,8.6,97
2025-06-21,Kolkata,95.6,165.1,43.0,11.3,149
2025-06-21,Hyderabad,100.1,192.7,33.2,11.9,167
2025-06-21,Chennai,94.9,123.6,20.9,11.3,133
2025-06-22,Delhi,77.3,188.3,30.8,5.3,173
2025-06-22,Mumbai,72.5,139.6,28.8,10.7,124
2025-06-22,Bangalore,63.0,87.1,31.2,5.2,93
2025-06-22,Kolkata,103.8,183.1,41.7,11.4,164
2025-06-22,Hyderabad,78.3,212.5,31.6,8.7,199
2025-06-22,Chennai,70.3,145.3,32.7,9.4,120
2025-06-23,Delhi,110.5,206.0,43.2,9.7,191
2025-06-23,Mumbai,85.2,119.8,28.5,7.1,118
2025-06-23,Bangalore,77.5,99.0,27.8,11.7,95
2025-06-23,Kolkata,102.6,205.3,43.2,5.2,189
2025-06-23,Hyderabad,111.5,167.4,30.4,10.0,140
2025-06-23,Chennai,54.5,103.4,33.8,11.8,99
2025-06-24,Delhi,111.4,206.9,41.1,8.2,192
2025-06-24,Mumbai,54.6,107.6,31.0,11.3,99
2025-06-24,Bangalore,72.0,90.6,21.1,9.6,83
2025-06-24,Kolkata,88.8,160.8,31.0,8.4,153
2025-06-24,Hyderabad,97.1,168.3,38.4,6.4,142
2025-06-24,Chennai,67.4,102.9,30.3,8.8,82
2025-06-25,Delhi,96.2,213.6,40.5,8.6,190
2025-06-25,Mumbai,85.4,111.8,28.4,11.2,120
2025-06-25,Bangalore,61.1,102.8,25.0,10.2,86
2025-06-25,Kolkata,118.4,179.3,39.6,11.6,157
2025-06-25,Hyderabad,96.6,195.6,39.0,12.3,167
2025-06-25,Chennai,93.3,143.1,31.3,11.2,133
2025-06-26,Delhi,94.9,213.8,35.5,8.7,205
2025-06-26,Mumbai,61.2,133.7,23.8,8.5,130
2025-06-26,Bangalore,63.8,81.9,31.1,12.2,95
2025-06-26,Kolkata,86.7,217.0,35.3,6.9,203
2025-06-26,Hyderabad,94.0,193.2,30.9,8.3,173
2025-06-26,Chennai,86.1,128.1,26.7,5.0,116
2025-06-27,Delhi,95.0,197.2,34.2,5.4,184
2025-06-27,Mumbai,94.3,147.8,33.5,8.6,133
2025-06-27,Bangalore,46.8,93.7,24.4,5.3,76
2025-06-27,Kolkata,95.6,188.6,44.6,6.2,174
2025-06-27,Hyderabad,99.0,173.3,42.3,7.1,158
2025-06-27,Chennai,86.1,103.5,27.9,9.0,118
2025-06-28,Delhi,80.8,163.6,42.5,11.2,158
2025-06-28,Mumbai,80.6,99.5,34.0,5.4,104
2025-06-28,Bangalore,75.4,115.4,34.5,6.3,112
2025-06-28,Kolkata,105.5,195.7,35.2,7.5,176
2025-06-28,Hyderabad,98.4,208.2,38.3,5.2,188
2025-06-28,Chennai,74.5,98.5,34.6,8.4,94
2025-06-29,Delhi,117.4,200.9,41.5,11.7,178
2025-06-29,Mumbai,65.2,106.5,34.3,10.4,105
2025-06-29,Bangalore,47.4,120.2,27.4,9.8,109
2025-06-29,Kolkata,84.4,218.3,32.9,11.7,209
2025-06-29,Hyderabad,79.7,186.7,40.2,6.3,165
2025-06-29,Chennai,58.3,129.0,28.7,9.8,113
2025-06-30,Delhi,75.3,218.2,31.7,12.9,198
2025-06-30,Mumbai,83.2,103.3,28.6,10.6,118
2025-06-30,Bangalore,45.6,118.0,29.7,11.2,112
2025-06-30,Kolkata,100.4,202.2,34.4,7.7,184
2025-06-30,Hyderabad,84.4,184.3,36.3,8.9,155
2025-06-30,Chennai,87.1,129.4,27.3,7.9,124
2025-07-01,Delhi,15.3,35.8,15.8,7.6,27
2025-07-01,Mumbai,11.1,61.6,19.9,9.8,56
2025-07-01,Bangalore,21.5,31.5,12.5,6.0,40
2025-07-01,Kolkata,26.1,78.6,19.1,8.4,83
2025-07-01,Hyderabad,29.6,54.2,22.9,12.1,50
2025-07-01,Chennai,23.7,28.8,15.7,12.1,28
2025-07-02,Delhi,37.5,43.1,13.5,10.9,39
2025-07-02,Mumbai,16.7,36.0,19.1,6.9,32
2025-07-02,Bangalore,47.1,29.8,21.1,12.6,63
2025-07-02,Kolkata,32.1,27.0,22.2,5.2,34
2025-07-02,Hyderabad,53.1,52.8,23.9,9.3,66
2025-07-02,Chennai,39.6,40.7,23.0,6.7,65
2025-07-03,Delhi,48.8,48.6,20.3,12.1,57
2025-07-03,Mumbai,37.9,61.8,18.4,8.6,59
2025-07-03,Bangalore,43.5,63.7,22.3,9.5,47
2025-07-03,Kolkata,29.9,74.7,15.0,7.7,70
2025-07-03,Hyderabad,45.2,72.7,21.1,13.0,69
2025-07-03,Chennai,15.9,53.1,18.7,8.6,55
2025-07-04,Delhi,16.3,56.5,23.0,6.2,63
2025-07-04,Mumbai,22.4,37.1,16.3,5.3,36
2025-07-04,Bangalore,54.0,72.5,16.3,10.8,61
2025-07-04,Kolkata,49.7,70.8,23.7,11.3,67
2025-07-04,Hyderabad,52.8,60.9,18.7,12.0,79
2025-07-04,Chennai,40.0,60.9,12.7,5.7,47
2025-07-05,Delhi,28.8,84.9,19.5,7.6,67
2025-07-05,Mumbai,37.9,64.3,12.4,10.8,49
2025-07-05,Bangalore,28.7,50.7,20.7,10.5,45
2025-07-05,Kolkata,13.1,62.0,17.1,10.4,48
2025-07-05,Hyderabad,49.6,75.9,24.6,10.9,65
2025-07-05,Chennai,31.0,33.1,17.3,8.4,36
2025-07-06,Delhi,21.5,44.9,24.4,9.2,35
2025-07-06,Mumbai,30.1,79.6,19.8,7.6,85
2025-07-06,Bangalore,41.2,65.2,15.0,9.3,70
2025-07-06,Kolkata,10.7,81.7,11.8,12.6,69
2025-07-06,Hyderabad,32.2,60.4,21.4,12.8,57
2025-07-06,Chennai,48.3,27.9,14.9,11.0,58
2025-07-07,Delhi,44.5,70.0,14.7,7.5,61
2025-07-07,Mumbai,28.9,45.5,17.4,10.5,30
2025-07-07,Bangalore,36.7,54.3,15.7,5.5,58
2025-07-07,Kolkata,39.6,25.3,12.3,11.9,58
2025-07-07,Hyderabad,13.6,40.2,12.8,7.5,37
2025-07-07,Chennai,32.5,69.1,12.7,9.8,61
2025-07-08,Delhi,12.7,25.5,17.8,6.6,27
2025-07-08,Mumbai,20.2,34.9,19.1,6.5,39
2025-07-08,Bangalore,47.0,55.9,18.1,8.9,58
2025-07-08,Kolkata,32.5,46.4,17.4,11.3,40
2025-07-08,Hyderabad,39.7,69.5,23.4,8.0,53
2025-07-08,Chennai,15.0,78.1,14.4,7.9,71
2025-07-09,Delhi,41.7,33.9,14.3,7.7,51
2025-07-09,Mumbai,30.9,41.2,12.0,10.2,49
2025-07-09,Bangalore,30.9,69.5,15.8,9.5,69
2025-07-09,Kolkata,22.3,26.9,21.3,9.2,23
2025-07-09,Hyderabad,23.0,29.0,16.7,6.9,38
2025-07-09,Chennai,13.8,61.9,18.7,7.0,66
2025-07-10,Delhi,15.2,61.5,10.4,8.9,51
2025-07-10,Mumbai,20.0,62.1,15.1,5.4,54
2025-07-10,Bangalore,12.0,38.0,11.7,11.8,24
2025-07-10,Kolkata,52.6,71.0,16.1,5.9,68
2025-07-10,Hyderabad,11.3,48.4,17.7,11.1,36
2025-07-10,Chennai,32.6,62.6,23.3,5.2,64
2025-07-11,Delhi,18.7,40.7,22.8,11.0,42
2025-07-11,Mumbai,25.7,56.4,16.5,5.6,55
2025-07-11,Bangalore,13.3,29.7,18.4,11.4,32
2025-07-11,Kolkata,10.7,82.4,19.1,9.3,65
2025-07-11,Hyderabad,23.2,81.9,17.7,12.9,63
2025-07-11,Chennai,48.7,68.0,10.2,6.0,66
2025-07-12,Delhi,16.5,68.9,18.0,6.5,76
2025-07-12,Mumbai,42.9,60.7,19.0,9.3,62
2025-07-12,Bangalore,17.2,51.2,11.7,8.4,42
2025-07-12,Kolkata,20.7,42.0,19.9,12.2,32
2025-07-12,Hyderabad,23.4,25.4,16.0,6.4,37
2025-07-12,Chennai,42.8,61.1,17.6,5.3,47
2025-07-13,Delhi,29.3,55.4,17.7,8.9,59
2025-07-13,Mumbai,29.6,29.9,21.3,7.0,28
2025-07-13,Bangalore,35.7,37.3,23.4,5.2,42
2025-07-13,Kolkata,24.9,52.2,23.6,7.4,48
2025-07-13,Hyderabad,24.8,71.1,14.4,11.6,72
2025-07-13,Chennai,13.0,35.7,24.0,9.2,38
2025-07-14,Delhi,48.0,58.9,21.0,6.4,70
2025-07-14,Mumbai,14.0,84.9,16.6,8.7,77
2025-07-14,Bangalore,25.0,47.2,17.1,5.4,43
2025-07-14,Kolkata,53.7,48.3,19.9,6.7,81
2025-07-14,Hyderabad,17.5,34.4,14.7,10.3,21
2025-07-14,Chennai,27.2,79.2,13.7,12.1,82
2025-07-15,Delhi,30.3,43.3,17.4,12.5,42
2025-07-15,Mumbai,37.3,40.3,24.7,5.6,62
2025-07-15,Bangalore,31.8,59.2,10.5,5.5,49
2025-07-15,Kolkata,35.3,25.7,22.9,11.2,39
2025-07-15,Hyderabad,47.8,64.4,15.8,12.0,68
2025-07-15,Chennai,28.3,44.2,16.1,9.1,39
2025-07-16,Delhi,49.6,49.7,14.9,9.4,66
2025-07-16,Mumbai,16.6,39.0,19.2,12.6,46
2025-07-16,Bangalore,49.9,56.1,23.3,10.9,56
2025-07-16,Kolkata,38.4,54.8,14.6,7.9,55
2025-07-16,Hyderabad,10.5,31.7,11.3,12.8,19
2025-07-16,Chennai,36.5,78.4,12.5,12.6,68
2025-07-17,Delhi,46.0,46.6,23.6,10.0,62
2025-07-17,Mumbai,13.1,79.9,24.1,7.4,76
2025-07-17,Bangalore,52.7,74.3,20.3,7.2,78
2025-07-17,Kolkata,37.4,54.5,20.7,11.9,59
2025-07-17,Hyderabad,45.5,61.3,24.2,5.4,71
2025-07-17,Chennai,39.4,70.6,14.4,8.7,62
2025-07-18,Delhi,36.6,34.2,12.6,11.2,46
2025-07-18,Mumbai,12.7,75.7,11.2,6.0,65
2025-07-18,Bangalore,40.7,58.1,16.4,9.1,66
2025-07-18,Kolkata,38.2,37.5,10.5,13.0,47
2025-07-18,Hyderabad,18.9,32.6,18.4,12.2,27
2025-07-18,Chennai,15.7,79.1,14.6,6.5,74
2025-07-19,Delhi,44.3,59.5,20.8,6.8,47
2025-07-19,Mumbai,18.9,34.4,20.1,6.3,21
2025-07-19,Bangalore,32.7,60.8,14.7,8.4,51
2025-07-19,Kolkata,35.6,30.7,16.6,11.4,52
2025-07-19,Hyderabad,22.8,64.8,12.8,11.6,70
2025-07-19,Chennai,38.2,73.2,18.6,12.3,65
2025-07-20,Delhi,26.3,58.3,12.8,10.7,55
2025-07-20,Mumbai,12.6,59.5,14.8,10.1,66
2025-07-20,Bangalore,33.5,34.9,21.9,9.7,44
2025-07-20,Kolkata,23.2,78.4,19.8,9.6,84
2025-07-20,Hyderabad,16.6,73.9,25.0,5.3,65
2025-07-20,Chennai,45.1,44.4,20.1,6.6,69
2025-07-21,Delhi,53.1,39.9,22.5,5.5,66
2025-07-21,Mumbai,30.0,74.0,21.4,12.5,67
2025-07-21,Bangalore,38.0,83.7,16.3,8.1,77
2025-07-21,Kolkata,20.1,74.1,23.9,9.2,76
2025-07-21,Hyderabad,37.8,67.2,18.9,6.2,74
2025-07-21,Chennai,34.7,48.1,17.8,6.0,41
2025-07-22,Delhi,21.6,66.2,19.4,12.5,69
2025-07-22,Mumbai,46.1,34.1,11.0,12.8,51
2025-07-22,Bangalore,46.9,65.9,10.6,8.1,74
2025-07-22,Kolkata,14.2,68.7,17.3,9.9,56
2025-07-22,Hyderabad,15.8,28.7,11.4,6.5,28
2025-07-22,Chennai,46.2,45.7,22.5,7.0,62
2025-07-23,Delhi,15.4,44.8,17.7,12.1,33
2025-07-23,Mumbai,21.0,55.7,23.9,7.5,59
2025-07-23,Bangalore,20.4,52.3,17.6,8.3,40
2025-07-23,Kolkata,27.5,72.7,16.9,8.7,70
2025-07-23,Hyderabad,15.1,52.6,25.0,9.0,55
2025-07-23,Chennai,42.4,29.3,24.8,5.6,49
2025-07-24,Delhi,35.6,75.0,20.3,10.8,79
2025-07-24,Mumbai,50.8,40.0,12.4,6.2,56
2025-07-24,Bangalore,10.1,68.4,12.8,9.2,57
2025-07-24,Kolkata,42.2,40.2,12.7,7.2,63
2025-07-24,Hyderabad,10.8,32.5,15.1,12.3,37
2025-07-24,Chennai,54.2,62.2,17.5,7.2,75
2025-07-25,Delhi,39.6,74.1,23.8,8.5,60
2025-07-25,Mumbai,43.8,74.7,10.6,10.7,79
2025-07-25,Bangalore,46.9,42.9,24.0,10.2,52
2025-07-25,Kolkata,25.0,37.3,22.3,7.0,30
2025-07-25,Hyderabad,26.0,29.0,18.5,11.8,37
2025-07-25,Chennai,31.0,69.2,24.6,8.0,58
2025-07-26,Delhi,36.9,66.3,12.6,7.4,69
2025-07-26,Mumbai,14.6,45.1,23.4,11.5,31
2025-07-26,Bangalore,45.7,73.9,24.5,6.5,75
2025-07-26,Kolkata,19.7,81.3,24.8,9.9,83
2025-07-26,Hyderabad,41.1,84.9,15.8,10.0,79
2025-07-26,Chennai,52.6,43.2,24.5,8.3,73
2025-07-27,Delhi,20.6,33.9,15.5,6.5,35
2025-07-27,Mumbai,33.2,48.7,13.8,10.5,45
2025-07-27,Bangalore,13.6,65.2,20.2,11.3,61
2025-07-27,Kolkata,12.7,80.4,11.3,12.9,80
2025-07-27,Hyderabad,39.7,82.5,16.9,9.3,74
2025-07-27,Chennai,50.7,82.4,20.4,11.8,88
2025-07-28,Delhi,26.3,62.7,21.5,12.3,58
2025-07-28,Mumbai,15.5,33.1,18.8,9.2,28
2025-07-28,Bangalore,23.7,33.0,14.6,6.2,28
2025-07-28,Kolkata,22.6,81.2,11.8,6.1,74
2025-07-28,Hyderabad,24.7,33.4,23.4,7.7,32
2025-07-28,Chennai,17.9,71.3,19.1,8.2,72
2025-07-29,Delhi,32.9,46.4,18.8,9.0,34
2025-07-29,Mumbai,21.6,48.5,15.5,10.4,34
2025-07-29,Bangalore,52.7,28.4,21.5,6.2,70
2025-07-29,Kolkata,37.1,51.3,19.3,9.0,49
2025-07-29,Hyderabad,10.1,73.5,19.2,9.4,59
2025-07-29,Chennai,34.2,40.6,11.6,6.6,52
2025-07-30,Delhi,44.8,42.9,22.8,11.9,52
2025-07-30,Mumbai,20.6,48.2,19.9,8.5,34
2025-07-30,Bangalore,31.2,51.4,15.1,8.7,42
2025-07-30,Kolkata,46.9,33.9,18.9,9.8,52
2025-07-30,Hyderabad,51.5,36.9,10.1,5.3,59
2025-07-30,Chennai,48.3,60.4,13.9,10.6,59
2025-07-31,Delhi,37.6,71.2,13.8,9.5,63
2025-07-31,Mumbai,51.6,32.8,23.5,10.9,64
2025-07-31,Bangalore,14.1,72.6,11.2,9.3,55
2025-07-31,Kolkata,47.8,55.7,11.1,12.1,61
2025-07-31,Hyderabad,36.5,63.1,12.2,10.2,60
2025-07-31,Chennai,52.1,82.0,13.9,10.8,64
2025-08-01,Delhi,21.8,69.9,21.8,7.0,73
2025-08-01,Mumbai,28.9,34.7,12.4,12.3,41
2025-08-01,Bangalore,26.3,44.8,23.7,10.0,51
2025-08-01,Kolkata,27.6,81.4,17.0,9.4,74
2025-08-01,Hyderabad,16.6,42.5,10.9,6.8,34
2025-08-01,Chennai,31.4,41.0,11.9,10.7,30
2025-08-02,Delhi,52.7,74.8,12.0,10.5,61
2025-08-02,Mumbai,43.9,73.1,11.6,11.3,71
2025-08-02,Bangalore,31.6,57.8,10.3,11.4,43
2025-08-02,Kolkata,43.9,49.6,12.4,7.5,67
2025-08-02,Hyderabad,50.0,58.7,16.2,12.5,70
2025-08-02,Chennai,27.0,41.3,15.4,6.2,45
2025-08-03,Delhi,26.8,67.7,18.5,11.2,54
2025-08-03,Mumbai,25.0,55.7,16.3,6.6,61
2025-08-03,Bangalore,21.2,47.7,12.0,8.2,49
2025-08-03,Kolkata,43.8,63.8,24.5,7.0,67
2025-08-03,Hyderabad,14.1,59.9,19.6,8.5,56
2025-08-03,Chennai,21.9,70.4,12.9,11.9,58
2025-08-04,Delhi,30.8,46.6,10.3,6.1,39
2025-08-04,Mumbai,33.6,67.7,20.3,6.7,66
2025-08-04,Bangalore,27.7,60.0,21.3,5.1,47
2025-08-04,Kolkata,48.5,29.5,17.4,9.9,72
2025-08-04,Hyderabad,50.1,74.0,21.2,10.9,80
2025-08-04,Chennai,52.0,44.7,18.6,11.4,65
2025-08-05,Delhi,36.2,64.4,19.6,5.1,48
2025-08-05,Mumbai,40.1,73.7,22.8,7.5,80
2025-08-05,Bangalore,48.6,59.0,19.9,7.9,64
2025-08-05,Kolkata,49.1,31.0,15.0,9.9,53
2025-08-05,Hyderabad,40.1,54.9,13.1,12.5,48
2025-08-05,Chennai,14.0,67.5,16.1,6.5,53
2025-08-06,Delhi,20.6,77.0,21.3,6.8,74
2025-08-06,Mumbai,54.3,82.1,16.5,6.7,63
2025-08-06,Bangalore,40.2,37.3,18.2,5.8,46
2025-08-06,Kolkata,25.2,64.4,23.4,8.1,60
2025-08-06,Hyderabad,52.2,46.0,20.4,7.7,76
2025-08-06,Chennai,25.6,75.2,21.8,5.6,60
2025-08-07,Delhi,31.6,26.7,16.9,7.9,54
2025-08-07,Mumbai,47.8,66.4,14.4,6.6,63
2025-08-07,Bangalore,53.9,83.5,10.9,10.4,70
2025-08-07,Kolkata,34.2,71.9,18.5,8.5,76
2025-08-07,Hyderabad,40.9,44.0,13.5,9.7,60
2025-08-07,Chennai,14.5,81.8,16.1,11.7,68
2025-08-08,Delhi,46.0,48.5,15.0,8.2,68
2025-08-08,Mumbai,16.7,74.2,20.8,7.4,77
2025-08-08,Bangalore,43.9,83.3,16.8,6.9,64
2025-08-08,Kolkata,36.7,74.9,21.9,8.3,60
2025-08-08,Hyderabad,13.7,80.9,13.3,10.0,75
2025-08-08,Chennai,26.5,39.0,20.7,7.3,33
2025-08-09,Delhi,44.8,29.4,13.9,9.2,64
2025-08-09,Mumbai,43.8,29.8,12.9,11.2,51
2025-08-09,Bangalore,28.6,49.0,23.0,8.0,35
2025-08-09,Kolkata,27.3,81.7,12.5,10.0,73
2025-08-09,Hyderabad,49.9,61.6,12.7,8.7,57
2025-08-09,Chennai,46.8,71.2,22.4,11.9,58
2025-08-10,Delhi,46.4,56.7,20.8,9.3,59
2025-08-10,Mumbai,39.6,31.7,20.8,7.1,49
2025-08-10,Bangalore,39.0,70.2,24.9,8.6,67
2025-08-10,Kolkata,27.9,32.4,19.7,9.3,33
2025-08-10,Hyderabad,15.6,62.6,16.1,10.6,46
2025-08-10,Chennai,38.7,62.7,11.4,7.8,65
2025-08-11,Delhi,33.3,49.5,14.7,5.3,54
2025-08-11,Mumbai,52.1,47.0,21.8,7.1,59
2025-08-11,Bangalore,53.1,25.1,22.3,7.0,63
2025-08-11,Kolkata,17.7,83.9,24.4,9.7,89
2025-08-11,Hyderabad,43.6,49.9,12.4,8.8,47
2025-08-11,Chennai,43.1,72.2,11.0,6.4,63
2025-08-12,Delhi,30.8,39.7,16.3,5.3,33
2025-08-12,Mumbai,31.4,80.2,13.3,6.2,70
2025-08-12,Bangalore,10.9,26.5,13.7,11.5,24
2025-08-12,Kolkata,43.8,26.1,15.6,5.6,47
2025-08-12,Hyderabad,34.9,82.0,19.3,7.6,64
2025-08-12,Chennai,41.1,59.1,23.8,8.0,62
2025-08-13,Delhi,38.8,60.2,20.4,5.2,50
2025-08-13,Mumbai,50.6,74.0,19.6,12.0,69
2025-08-13,Bangalore,30.1,29.8,11.8,7.4,40
2025-08-13,Kolkata,30.5,53.4,20.3,12.9,46
2025-08-13,Hyderabad,31.1,68.6,19.3,6.0,73
2025-08-13,Chennai,43.1,42.7,19.8,10.4,63
2025-08-14,Delhi,17.0,74.2,15.1,11.1,74
2025-08-14,Mumbai,38.5,49.6,20.7,10.1,45
2025-08-14,Bangalore,15.1,73.5,24.6,12.3,66
2025-08-14,Kolkata,37.1,68.4,20.5,8.5,66
2025-08-14,Hyderabad,38.5,48.5,13.9,10.9,49
2025-08-14,Chennai,52.9,61.6,12.9,8.8,65
2025-08-15,Delhi,18.4,71.4,11.1,10.5,77
2025-08-15,Mumbai,20.6,49.2,18.3,9.4,38
